card_name,oracle_tags
"Sidequest: Catch a Fish // Cooking Campsite","acceleration|activated-ability|alliteration|card-advantage|card-names|cycle|cycle-fin-sidequest|gives-1-1-counters|gives-1-1-counters-to-all|gives-counters-to-all|gives-pp-counters|gives-pp-counters-to-all|life-gain|lifegain|mana-ramp|naming-scheme|power-boost-to-all|ramp|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|synergy-artifact"
"Sidequest: Hunt the Mark // Yiazmat, Ultimate Mark","acceleration|activated-ability|creature-removal|cycle|cycle-fin-sidequest|gains-indestructible|intervening-if-clause|mana-ramp|morbid|neo-regenerate|ramp|removal|removal-creature|removal-destroy|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|sacrifice-outlet-creature|spot-removal|synergy-treasure"
"Sidequest: Raise a Chocobo // Black Chocobo","acceleration|cycle|cycle-fin-sidequest|intervening-if-clause|kindred|landfall|lands-matter|mana-ramp|misnomer|noncreature-tribal|noncreature-typal|power-boost-to-all|ramp|synergy-land|tribal|tribal-bird|tutor|tutor-battlefield|tutor-land|tutor-land-any|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|typal|typal-bird|typal-creature"
"Sifter of Skulls","acceleration|alliteration|card-names|cda|cda-color|characteristic-defining-ability|death-trigger|deathtrigger|leaves-battlefield-trigger|mana-ramp|naming-scheme|ramp|repeatable-creature-tokens|repeatable-token-generator"
"Silhana Starfletcher","acceleration|activated-ability|alliteration|card-names|mana-dork|mana-producer|mana-ramp|naming-scheme|ramp|unique-type-line"
"Silkwing Scout","acceleration|activated-ability|alliteration|card-names|cycle|cycle-rav-backward-ability|evasion|mana-ramp|martyr|naming-scheme|offcolor-ability|ramp|sacrifice-self|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Silumgar Monument","acceleration|activated-ability|animate|animate-self|becomes-creature|card-names|color-change|color-change-self|cycle|cycle-dtk-monument|evasion|gains-flying|mana-producer|mana-ramp|mana-rock|mana-rock-with-sets-mechanic|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|namesake-spell|naming-scheme|ramp|refund|staple-with-sets-mechanic|type-change|utility-mana-rock"
"Silverback Elder","acceleration|artifact-removal|card-advantage|cast-trigger|cast-trigger-you|charm|charm-creature|cheat-mana|cost-ignorer|disenchant|disenchant-naturalize|enchantment-removal|extra-land|free-casting|impulse|impulse-land|impulse-onto-battlefield|impulse-to-zone|life-gain|lifegain|mana-ramp|modal|naturalize|ramp|removal|removal-artifact|removal-destroy|removal-enchantment|repeatable-removal|sneak-from-library|spot-removal"
"Silverglade Elemental","acceleration|flavors-of-vanilla|mana-ramp|ramp|refund|tutor|tutor-battlefield|tutor-forest|tutor-land|tutor-land-forest|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|virtual-vanilla"
"Silverglade Pathfinder","acceleration|activated-ability|creature-type-erratum|cycle|cycle-mmq-uncommon-spellshaper|discard-outlet|discardoutlet|mana-ramp|ramp|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|type-errata"
"Silver Myr","acceleration|activated-ability|cycle|cycle-mrd-mana-myr|mana-dork|mana-producer|mana-ramp|ramp"
"Simian Spirit Guide","acceleration|activate-from-hand|activated-ability|alliteration|card-names|cheaper-than-mv|exile-self|exiles-self|mana-ramp|manaless-value|naming-scheme|ramp|unique-type-line"
"Simic Cluestone","acceleration|activated-ability|card-advantage|cycle|cycle-dgm-cluestones|draw|draw-card|egg|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|pure-draw|ramp|refund|sacrifice-self|utility-mana-rock"
"Simic Keyrune","acceleration|activated-ability|animate|animate-self|becomes-creature|color-change|color-change-self|cycle|cycle-keyrune|gains-hexproof|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|refund|type-change|utility-mana-rock"
"Simic Locket","acceleration|activated-ability|card-advantage|cycle|cycle-grn-locket|draw|draw-card|egg|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|pure-draw|ramp|refund|sacrifice-self|utility-mana-rock"
"Simic Signet","acceleration|activated-ability|alliteration|card-names|cycle|cycle-signet|mana-filter|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|naming-scheme|ramp|refund"
"Simic, Value Engine","acceleration|card-advantage|draw|draw-card|draw-matters|extra-land|intervening-if-clause|mana-ramp|pure-draw|ramp|repeatable-draw|sneak-land|unique-type-line|unnoted-tracked-information"
"Sisay's Ring","acceleration|activated-ability|adds-multiple-mana|card-names|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|namesake-spell|naming-scheme|ramp|refund"
"Sisters of the Flame","acceleration|activated-ability|creature-type-erratum|mana-dork|mana-producer|mana-ramp|ramp|type-errata"
"Skirge Familiar","acceleration|activated-ability|creature-type-erratum|discard-outlet|discardoutlet|evasion|mana-dork|mana-producer|mana-ramp|ramp|type-addition-phyrexian|type-errata|type-errata-addition"
"Skirk Prospector","acceleration|activated-ability|free-sac-outlet|free-sacrifice-outlet|goblin-synergy|kindred|mana-dork-egg|mana-producer|mana-ramp|martyr|noncreature-tribal|noncreature-typal|ramp|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|sacrifice-self|tribal|tribal-goblin|typal|typal-creature|typal-goblin"
"Skittering Invasion","acceleration|mana-ramp|multiple-bodies|ramp|refund"
"Skittering Precursor","acceleration|cda|cda-color|characteristic-defining-ability|evasion|mana-ramp|ramp|repeatable-creature-tokens|repeatable-token-generator|synergy-sacrifice"
"Skull of Ramos","acceleration|activated-ability|card-names|cycle|cycle-mmq-ramos-artifact|cycle-ramos-artifact|egg|mana-egg|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|manarock-egg|namesake-spell|naming-scheme|ramp|refund|sacrifice-self"
"Skullport Merchant","acceleration|activated-ability|card-advantage|draw|mana-ramp|plunder|ramp|refund|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|synergy-treasure|unique-type-line"
"Skull Prophet","acceleration|activated-ability|cycle|cycle-iko-draft-signpost|cycle-iko-signpost-creature|draft-signpost|mana-dork|mana-producer|mana-ramp|mill|mill-self|ramp|self-mill"
"Skyclave Aerialist // Skyclave Invader","acceleration|activated-ability|card-advantage|cycle|cycle-mom-enemy-backward-dfc|evasion|extra-land|land-or-hand|mana-ramp|offcolor-ability|phyrexian-mana|phyrexian-mana-ability|ramp|unique-type-line"
"Skyclave Relic","acceleration|activated-ability|bigger-than-mv|copy|copy-self|intervening-if-clause|mana-producer|mana-ramp|mana-rock|mana-rock-with-sets-mechanic|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|more-expensive-than-mv|ramp|refund|staple-with-sets-mechanic"
"Sky Diamond","acceleration|activated-ability|cycle|cycle-mir-diamonds|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp"
"Skyserpent Seeker","acceleration|activated-ability|alliteration|card-advantage|card-names|cheat-mana|consult|consult-onto-battlefield|cost-ignorer|cycle|cycle-dft-draft-signpost|cycle-dft-nonvehicle-signpost|draft-signpost|evasion|free-casting|gains-pp-counters|mana-ramp|naming-scheme|ramp|sneak-from-library"
"Skyshroud Claim","acceleration|mana-ramp|ramp|refund|tutor|tutor-battlefield|tutor-forest|tutor-land|tutor-land-forest|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Skyshroud Elf","acceleration|activated-ability|creature-type-erratum|mana-dork|mana-filter|mana-producer|mana-ramp|ramp|type-errata"
"Skyshroud Ranger","acceleration|activated-ability|creature-type-erratum|extra-land|mana-ramp|ramp|sneak-land|type-errata"
"Skyshroud Troopers","acceleration|activated-ability|creature-type-erratum|mana-dork|mana-producer|mana-ramp|ramp|type-errata"
"Skyward Eye Prophets","acceleration|activated-ability|card-advantage|cheat-mana|cost-ignorer|cycle|cycle-con-uncommon-tricolor|draw|draw-card|extra-land|free-casting|impulse|impulse-onto-battlefield|impulse-to-zone|land-or-hand|mana-ramp|pure-draw|ramp|repeatable-draw|sneak-from-library"
"Slagstone Refinery","acceleration|death-trigger|deathtrigger|leaves-battlefield-trigger|mana-ramp|ramp|repeatable-noncreature-tokens|repeatable-token-generator|restricted-mana|synergy-artifact|synergy-exile"
"Slimefoot's Survey","acceleration|alliteration|card-advantage|card-names|impulse|impulse-to-top|impulse-to-zone|mana-ramp|namesake-spell|naming-scheme|ramp|ramp-with-set-mechanic|ramp-with-sets-mechanic|staple-with-sets-mechanic|tutor|tutor-battlefield|tutor-forest|tutor-island|tutor-land|tutor-land-forest|tutor-land-island|tutor-land-mountain|tutor-land-plains|tutor-land-swamp|tutor-land-to-battlefield|tutor-mountain|tutor-onto-battlefield|tutor-plains|tutor-swamp|tutor-to|tutor-to-battlefield"
"Slivdrazi Monstrosity","acceleration|activated-ability|attack-trigger|card-names|color-change|fun-ruling|gives-annihilator|gives-devoid|kindred|mana-dump|mana-ramp|mana-sink|mana-storage|mix-and-match|naming-scheme|non-acorn-silver-border|noncreature-tribal|noncreature-typal|portmanteau|potentially-black-border|ramp|repeatable-creature-tokens|repeatable-token-generator|sliver-stackable|synergy-attacker|tribal|tribal-coupling|tribal-eldrazi|tribal-sliver|typal|typal-coupling|typal-creature|typal-eldrazi|typal-sliver|type-change|unique-type-line|universal-type-change|unprinted-token"
"Slobad, Iron Goblin","acceleration|activated-ability|adds-multiple-mana|cmc-matters|converted-mana-cost-matters|mana-dork|mana-producer|mana-ramp|mana-value-matters|ramp|restricted-mana|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|synergy-activated-ability|synergy-artifact|unique-type-line"
"Smashing Success","acceleration|alliteration|artifact-removal|card-names|hate|hate-artifact|land-removal|mana-ramp|naming-scheme|ramp|refund|removal|removal-artifact|removal-destroy|removal-land|single-target-instant-sorcery|single-target-spell|spot-removal"
"Smaug","acceleration|death-trigger|death-trigger-self|deathtrigger|evasion|leaves-battlefield-trigger|mana-ramp|named-token|ramp|unique-token"
"Smokebraider","acceleration|activated-ability|adds-multiple-mana|kindred|mana-dork|mana-producer|mana-ramp|noncreature-tribal|noncreature-typal|ramp|restricted-mana|synergy-activated-ability|tribal|tribal-elemental|typal|typal-creature|typal-elemental"
"Smoke Spirits' Aid","acceleration|alliteration|burn|burn-player|card-names|death-trigger|deathtrigger|leaves-battlefield-trigger|mana-ramp|multiple-targets|naming-scheme|ramp|single-target-instant-sorcery|single-target-spell|strive|unique-noncreature-token|unique-token"
"Smoky Lounge // Misty Salon","acceleration|adds-multiple-mana|cheaper-than-mv|cycle|cycle-dsk-draft-signpost|draft-signpost|mana-producer|mana-ramp|non-mana-ability-mana|ramp|restricted-mana|synergy-room"
"Smothering Tithe","acceleration|dilemma|draw-hate|hate|hate-draw|mana-ramp|meme|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|rhystic"
"Smuggler's Share","acceleration|alliteration|card-advantage|card-names|draw|draw-card|draw-hate|hate|hate-draw|mana-ramp|naming-scheme|pure-draw|ramp|repeatable-draw|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures"
"Snapping Voidcraw","acceleration|activated-ability|adds-multiple-mana|card-advantage|cda|cda-color|characteristic-defining-ability|cycle|cycle-mh3-c-draft-signpost|cycle-mh3-draft-signpost|draft-signpost|draw|draw-card|mana-dork|mana-producer|mana-ramp|pure-draw|ramp|repeatable-draw|unique-type-line"
"Snowborn Simulacra","acceleration|alliteration|card-advantage|card-names|cheat-into-play|cheat-mana|conjure|conjure-duplicate|conjure-permanent|conjure-to-hand|copy|copy-aura|copy-creature|copy-equipment|copy-land|copy-planeswalker|cost-ignorer|free-casting|high-x-matters|mana-ramp|naming-scheme|ramp|single-target-instant-sorcery|single-target-spell|sneak|strive"
"Solar Array","acceleration|activated-ability|cast-trigger|cast-trigger-you|converge|delayed-triggered-ability|gives-1-1-counters|gives-charge-counter|gives-pp-counters|gives-sunburst|mana-producer|mana-ramp|mana-rock|mana-spent-matters|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|synergy-artifact|utility-mana-rock"
"Solar Transformer","acceleration|activated-ability|energy-generator|mana-producer|mana-ramp|mana-rock|mana-rock-with-sets-mechanic|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|staple-with-sets-mechanic|utility-mana-rock"
"Soldevi Adnate","acceleration|activated-ability|adds-multiple-mana|black-lord|cmc-matters|converted-mana-cost-matters|creature-type-erratum|lord-black|mana-dork-egg|mana-producer|mana-ramp|mana-value-matters|martyr|ramp|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|sacrifice-self|synergy-artifact-creature|synergy-black|type-addition-human|type-errata|type-errata-addition"
"Soldevi Machinist","acceleration|activated-ability|adds-multiple-mana|creature-type-erratum|mana-dork|mana-producer|mana-ramp|ramp|restricted-mana|synergy-activated-ability|synergy-artifact|type-addition-human|type-errata|type-errata-addition|unique-type-line"
"Solemn Simulacrum","acceleration|alliteration|card-advantage|card-names|creature-type-erratum|death-trigger|death-trigger-self|deathtrigger|draw|draw-card|invitational-card|leaves-battlefield-trigger|life-and-death-trigger-self|mana-ramp|naming-scheme|pure-draw|ramp|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|type-addition-from-none|type-errata|type-errata-addition"
"Sole Performer","acceleration|activated-ability|card-names|mana-dork|mana-producer|mana-ramp|naming-scheme|punny-name|ramp|synergy-activated-ability"
"Sol Grail","acceleration|activated-ability|anagram|card-names|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|naming-scheme|ramp|refund"
"Sol Ring","acceleration|activated-ability|adds-multiple-mana|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|refund"
"Sol Talisman","acceleration|activated-ability|adds-multiple-mana|bigger-than-mv|castable-from-exile|castable-from-nonhand|cycle|cycle-mh2-no-mana-cost|intervening-if-clause|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|more-expensive-than-mv|ramp|spell-with-no-casting-cost|unexile"
"Somberwald Sage","acceleration|activated-ability|adds-multiple-mana|alliteration|card-names|mana-dork|mana-producer|mana-ramp|naming-scheme|ramp|restricted-mana"
"Song of Creation","acceleration|card-advantage|cast-trigger|cast-trigger-you|cycle|cycle-iko-wedge-enchantment|discard-outlet|discardoutlet|draw|draw-card|extra-land|grafted-skullcap|mana-ramp|play-additional-land|pure-draw|ramp|repeatable-draw"
"Song of Freyalise","acceleration|card-names|gives-1-1-counters|gives-1-1-counters-to-all|gives-counters-to-all|gives-indestructible|gives-mana-ability|gives-pp-counters|gives-pp-counters-to-all|gives-trample|gives-vigilance|mana-ramp|namesake-spell|naming-scheme|power-boost-to-all|protects-creature|protects-permanent|ramp|tap-fuel-creature"
"Songs of the Damned","acceleration|adds-multiple-mana|cards-in-graveyard-matter|deprecated-card-types|interrupt|mana-ramp|ramp|ritual|undergrowth"
"Sonic Screwdriver","acceleration|activated-ability|alliteration|card-names|gives-evasion|gives-unblockable|library-manipulation|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|naming-scheme|ramp|refund|repeatable-crime|top-deck-manipulation|untapper|untapper-artifact|utility-mana-rock"
"Sonic the Hedgehog","acceleration|attack-trigger|enrage|gives-1-1-counters|gives-pp-counters|mana-ramp|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|synergy-attacker-self|synergy-flash|synergy-haste"
"Sorcerer Class","acceleration|activated-ability|blue-effect|burn|burn-player|card-advantage|cast-trigger|cast-trigger-you|d-d-feature|d-d-mechanic|discard-outlet|discardoutlet|dnd|dnd-feature|dnd-mechanic|draw|gives-mana-ability|group-slug|loot|mana-ramp|ramp|restricted-mana|storm-count-matters|storm-like|synergy-class|synergy-instant|synergy-sorcery|tap-fuel-creature"
"Soulbright Flamekin","acceleration|activated-ability|adds-multiple-mana|gives-trample|mana-dork|mana-producer|mana-ramp|non-mana-ability-mana|ramp|same-ability-variable-effect|variable-effect-same-ability"
